DRAW_NUMBER,DATE,YEAR_DRAW,NUMBER_1,NUMBER_2,NUMBER_3,NUMBER_4,NUMBER_5,STAR_1,STAR_2,NUMBER_OF_WINNERS,SORTEIO
1,2004-02-13,2004-02,32,16,29,41,36,9,7,1,Sexta-Feira
2,2004-02-20,2004-02,13,50,47,7,39,2,5,0,Sexta-Feira
3,2004-02-27,2004-02,37,19,18,14,31,5,4,0,Sexta-Feira
4,2004-03-05,2004-03,39,37,4,7,33,5,1,1,Sexta-Feira
5,2004-03-12,2004-03,44,47,15,28,24,4,5,0,Sexta-Feira
6,2004-03-19,2004-03,42,45,33,37,36,9,4,0,Sexta-Feira
7,2004-03-26,2004-03,23,43,3,4,10,2,4,0,Sexta-Feira
8,2004-04-02,2004-04,4,24,12,36,27,2,9,0,Sexta-Feira
9,2004-04-09,2004-04,23,19,10,1,4,2,8,1,Sexta-Feira
10,2004-04-16,2004-04,28,40,14,15,35,3,1,0,Sexta-Feira
11,2004-04-23,2004-04,45,21,6,49,10,5,3,0,Sexta-Feira
12,2004-04-30,2004-04,27,16,6,5,23,7,6,0,Sexta-Feira
13,2004-05-07,2004-05,38,36,15,16,21,1,5,0,Sexta-Feira
14,2004-05-14,2004-05,32,3,1,39,21,2,6,1,Sexta-Feira
15,2004-05-21,2004-05,37,39,29,15,49,4,9,1,Sexta-Feira
16,2004-05-28,2004-05,41,44,6,35,11,6,5,0,Sexta-Feira
17,2004-06-04,2004-06,41,42,34,13,9,7,3,1,Sexta-Feira
18,2004-06-11,2004-06,7,2,47,10,8,1,7,0,Sexta-Feira
19,2004-06-18,2004-06,28,2,40,23,43,6,2,1,Sexta-Feira
20,2004-06-25,2004-06,30,21,35,3,34,1,2,0,Sexta-Feira
21,2004-07-02,2004-07,4,28,24,23,34,1,3,0,Sexta-Feira
22,2004-07-09,2004-07,44,19,5,12,2,8,9,0,Sexta-Feira
23,2004-07-16,2004-07,26,50,31,24,38,8,5,0,Sexta-Feira
24,2004-07-23,2004-07,10,27,7,34,31,8,3,0,Sexta-Feira
25,2004-07-30,2004-07,50,10,9,19,37,6,1,0,Sexta-Feira
26,2004-08-06,2004-08,5,35,44,15,24,6,5,1,Sexta-Feira
27,2004-08-13,2004-08,20,27,41,43,50,5,8,0,Sexta-Feira
28,2004-08-20,2004-08,27,10,35,9,6,6,8,0,Sexta-Feira
29,2004-08-27,2004-08,28,1,44,22,11,1,9,0,Sexta-Feira
30,2004-09-03,2004-09,14,12,15,34,8,7,6,0,Sexta-Feira
31,2004-09-10,2004-09,5,38,36,25,33,5,2,0,Sexta-Feira
32,2004-09-17,2004-09,41,39,15,18,29,8,5,0,Sexta-Feira
33,2004-09-24,2004-09,48,21,26,27,44,1,7,0,Sexta-Feira
34,2004-10-01,2004-10,48,20,45,21,12,6,5,1,Sexta-Feira
35,2004-10-08,2004-10,12,10,48,1,16,2,6,0,Sexta-Feira
36,2004-10-15,2004-10,37,21,14,43,22,5,8,0,Sexta-Feira
37,2004-10-22,2004-10,9,25,1,40,23,3,9,1,Sexta-Feira
38,2004-10-29,2004-10,32,1,38,35,8,9,4,0,Sexta-Feira
39,2004-11-05,2004-11,25,42,49,19,6,1,7,0,Sexta-Feira
40,2004-11-12,2004-11,12,13,4,32,11,9,3,0,Sexta-Feira
41,2004-11-19,2004-11,37,29,34,18,1,6,2,0,Sexta-Feira
42,2004-11-26,2004-11,24,1,34,4,36,8,6,1,Sexta-Feira
43,2004-12-03,2004-12,15,42,11,1,49,4,3,0,Sexta-Feira
44,2004-12-10,2004-12,3,13,43,1,16,7,2,0,Sexta-Feira
45,2004-12-17,2004-12,49,22,19,15,46,9,2,1,Sexta-Feira
46,2004-12-24,2004-12,3,27,29,4,37,6,5,1,Sexta-Feira
47,2004-12-31,2004-12,8,7,47,25,24,8,9,0,Sexta-Feira
48,2005-01-07,2005-01,50,27,47,3,23,3,2,0,Sexta-Feira
49,2005-01-14,2005-01,11,14,29,6,19,3,1,2,Sexta-Feira
50,2005-01-21,2005-01,12,14,10,26,24,8,5,0,Sexta-Feira
51,2005-01-28,2005-01,26,21,7,43,45,5,7,0,Sexta-Feira
52,2005-02-04,2005-02,11,1,40,30,8,7,8,0,Sexta-Feira
53,2005-02-11,2005-02,11,13,25,32,50,7,4,1,Sexta-Feira
54,2005-02-18,2005-02,32,46,20,21,26,8,9,1,Sexta-Feira
55,2005-02-25,2005-02,43,3,27,44,30,8,4,0,Sexta-Feira
56,2005-03-04,2005-03,12,32,37,39,24,7,9,0,Sexta-Feira
57,2005-03-11,2005-03,40,12,43,23,8,1,4,0,Sexta-Feira
58,2005-03-18,2005-03,48,39,23,6,43,5,7,0,Sexta-Feira
59,2005-03-25,2005-03,29,33,38,4,37,9,6,0,Sexta-Feira
60,2005-04-01,2005-04,26,44,47,25,41,3,7,0,Sexta-Feira
61,2005-04-08,2005-04,31,50,25,11,7,3,1,1,Sexta-Feira
62,2005-04-15,2005-04,6,31,42,38,28,9,3,0,Sexta-Feira
63,2005-04-22,2005-04,13,10,24,47,3,9,5,2,Sexta-Feira
64,2005-04-29,2005-04,42,35,9,3,39,1,8,0,Sexta-Feira
65,2005-05-06,2005-05,44,21,12,7,26,6,8,0,Sexta-Feira
66,2005-05-13,2005-05,12,40,31,17,32,9,2,0,Sexta-Feira
67,2005-05-20,2005-05,28,6,47,7,13,8,5,1,Sexta-Feira
68,2005-05-27,2005-05,50,48,31,2,24,9,4,0,Sexta-Feira
69,2005-06-03,2005-06,8,11,3,17,50,5,1,0,Sexta-Feira
70,2005-06-10,2005-06,37,32,47,7,6,7,1,0,Sexta-Feira
71,2005-06-17,2005-06,8,4,10,21,18,7,1,0,Sexta-Feira
72,2005-06-24,2005-06,6,15,8,14,45,7,8,0,Sexta-Feira
73,2005-07-01,2005-07,23,28,5,4,25,3,4,0,Sexta-Feira
74,2005-07-08,2005-07,42,46,36,35,49,8,2,0,Sexta-Feira
75,2005-07-15,2005-07,42,23,1,11,12,6,3,0,Sexta-Feira
76,2005-07-22,2005-07,49,14,41,3,48,1,4,0,Sexta-Feira
77,2005-07-29,2005-07,50,3,19,49,26,5,4,1,Sexta-Feira
78,2005-08-05,2005-08,21,11,2,22,30,4,6,0,Sexta-Feira
79,2005-08-12,2005-08,37,23,40,15,30,7,9,0,Sexta-Feira
80,2005-08-19,2005-08,41,29,11,24,31,3,1,0,Sexta-Feira
81,2005-08-26,2005-08,29,35,40,41,9,6,1,0,Sexta-Feira
82,2005-09-02,2005-09,43,3,4,50,14,3,6,0,Sexta-Feira
83,2005-09-09,2005-09,31,12,50,19,8,7,6,0,Sexta-Feira
84,2005-09-16,2005-09,19,38,12,13,21,3,9,1,Sexta-Feira
85,2005-09-23,2005-09,1,31,34,26,47,4,9,0,Sexta-Feira
86,2005-09-30,2005-09,11,50,48,6,47,1,6,4,Sexta-Feira
87,2005-10-07,2005-10,26,44,21,13,2,3,9,2,Sexta-Feira
88,2005-10-14,2005-10,10,19,11,23,20,6,1,1,Sexta-Feira
89,2005-10-21,2005-10,19,14,33,1,29,1,8,0,Sexta-Feira
90,2005-10-28,2005-10,14,50,47,44,36,3,5,0,Sexta-Feira
91,2005-11-04,2005-11,38,42,36,37,26,2,6,0,Sexta-Feira
92,2005-11-11,2005-11,41,16,36,42,15,5,3,1,Sexta-Feira
93,2005-11-18,2005-11,34,17,18,48,25,3,2,0,Sexta-Feira
94,2005-11-25,2005-11,27,39,47,6,1,6,1,0,Sexta-Feira
95,2005-12-02,2005-12,1,30,20,9,23,4,7,0,Sexta-Feira
96,2005-12-09,2005-12,11,42,38,35,18,1,5,0,Sexta-Feira
97,2005-12-16,2005-12,2,18,3,15,32,7,6,0,Sexta-Feira
98,2005-12-23,2005-12,31,42,37,36,15,1,7,0,Sexta-Feira
99,2005-12-30,2005-12,19,45,43,8,16,1,4,0,Sexta-Feira
100,2006-01-06,2006-01,6,26,14,9,2,4,5,0,Sexta-Feira
101,2006-01-13,2006-01,12,19,33,34,8,1,6,0,Sexta-Feira
102,2006-01-20,2006-01,15,12,50,33,44,6,2,0,Sexta-Feira
103,2006-01-27,2006-01,9,21,15,40,49,4,1,0,Sexta-Feira
104,2006-02-03,2006-02,30,39,9,21,50,3,1,3,Sexta-Feira
105,2006-02-10,2006-02,5,38,6,48,50,6,7,0,Sexta-Feira
106,2006-02-17,2006-02,4,23,38,24,26,4,2,1,Sexta-Feira
107,2006-02-24,2006-02,18,19,1,47,11,7,3,0,Sexta-Feira
108,2006-03-03,2006-03,5,44,10,8,3,3,5,0,Sexta-Feira
109,2006-03-10,2006-03,1,33,21,45,49,4,8,0,Sexta-Feira
110,2006-03-17,2006-03,50,44,5,45,32,7,1,0,Sexta-Feira
111,2006-03-24,2006-03,17,47,28,33,35,4,9,0,Sexta-Feira
112,2006-03-31,2006-03,50,3,45,20,31,7,6,1,Sexta-Feira
113,2006-04-07,2006-04,13,12,29,50,44,4,5,0,Sexta-Feira
114,2006-04-14,2006-04,34,35,26,16,49,6,2,1,Sexta-Feira
115,2006-04-21,2006-04,46,1,22,20,37,1,9,0,Sexta-Feira
116,2006-04-28,2006-04,17,5,33,22,10,7,5,4,Sexta-Feira
117,2006-05-05,2006-05,8,50,16,4,14,9,3,0,Sexta-Feira
118,2006-05-12,2006-05,23,5,20,34,50,1,5,2,Sexta-Feira
119,2006-05-19,2006-05,49,34,25,3,5,8,5,1,Sexta-Feira
120,2006-05-26,2006-05,21,41,12,2,49,3,7,2,Sexta-Feira
121,2006-06-02,2006-06,41,7,48,27,8,6,1,0,Sexta-Feira
122,2006-06-09,2006-06,3,34,39,15,12,4,6,0,Sexta-Feira
123,2006-06-16,2006-06,26,36,1,16,30,9,3,0,Sexta-Feira
124,2006-06-23,2006-06,44,30,9,21,43,9,1,0,Sexta-Feira
125,2006-06-30,2006-06,16,6,15,40,43,1,2,0,Sexta-Feira
126,2006-07-07,2006-07,35,9,7,43,18,7,5,2,Sexta-Feira
127,2006-07-14,2006-07,1,31,7,17,36,8,2,0,Sexta-Feira
128,2006-07-21,2006-07,50,4,38,2,9,8,6,1,Sexta-Feira
129,2006-07-28,2006-07,3,43,29,8,12,6,7,0,Sexta-Feira
130,2006-08-04,2006-08,26,15,32,14,1,7,3,0,Sexta-Feira
131,2006-08-11,2006-08,47,31,46,28,27,5,2,0,Sexta-Feira
132,2006-08-18,2006-08,37,40,50,12,39,1,2,0,Sexta-Feira
133,2006-08-25,2006-08,47,10,28,48,40,8,6,1,Sexta-Feira
134,2006-09-01,2006-09,25,50,7,45,3,9,6,0,Sexta-Feira
135,2006-09-08,2006-09,12,10,32,33,1,8,1,0,Sexta-Feira
136,2006-09-15,2006-09,10,49,26,6,16,7,9,0,Sexta-Feira
137,2006-09-22,2006-09,30,45,49,29,10,8,3,0,Sexta-Feira
138,2006-09-29,2006-09,1,3,24,6,18,5,8,0,Sexta-Feira
139,2006-10-06,2006-10,5,35,11,22,38,7,8,0,Sexta-Feira
140,2006-10-13,2006-10,2,32,38,41,25,5,3,0,Sexta-Feira
141,2006-10-20,2006-10,10,34,47,19,45,6,3,0,Sexta-Feira
142,2006-10-27,2006-10,3,50,44,4,8,8,7,0,Sexta-Feira
143,2006-11-03,2006-11,13,11,44,24,49,9,3,0,Sexta-Feira
144,2006-11-10,2006-11,36,30,14,27,21,2,3,0,Sexta-Feira
145,2006-11-17,2006-11,36,12,33,22,32,2,6,0,Sexta-Feira
146,2006-11-24,2006-11,8,5,40,25,17,5,1,2,Sexta-Feira
147,2006-12-01,2006-12,16,37,8,41,4,2,5,0,Sexta-Feira
148,2006-12-08,2006-12,47,36,17,16,18,1,2,0,Sexta-Feira
149,2006-12-15,2006-12,35,37,9,42,23,3,7,0,Sexta-Feira
150,2006-12-22,2006-12,20,11,43,9,38,2,3,0,Sexta-Feira
151,2006-12-29,2006-12,14,9,6,13,35,3,4,0,Sexta-Feira
152,2007-01-05,2007-01,17,45,36,29,19,6,5,2,Sexta-Feira
153,2007-01-12,2007-01,14,8,25,19,11,3,5,1,Sexta-Feira
154,2007-01-19,2007-01,27,5,13,33,42,4,2,1,Sexta-Feira
155,2007-01-26,2007-01,38,11,23,15,30,4,9,0,Sexta-Feira
156,2007-02-02,2007-02,36,14,27,23,30,1,6,1,Sexta-Feira
157,2007-02-09,2007-02,36,16,46,30,14,8,2,1,Sexta-Feira
158,2007-02-16,2007-02,19,39,20,50,8,6,9,0,Sexta-Feira
159,2007-02-23,2007-02,20,2,22,18,15,5,2,0,Sexta-Feira
160,2007-03-02,2007-03,3,16,48,34,38,8,5,2,Sexta-Feira
161,2007-03-09,2007-03,43,25,3,2,48,9,6,0,Sexta-Feira
162,2007-03-16,2007-03,45,4,31,49,14,9,4,0,Sexta-Feira
163,2007-03-23,2007-03,43,17,5,40,13,3,1,1,Sexta-Feira
164,2007-03-30,2007-03,19,9,46,17,41,1,8,0,Sexta-Feira
165,2007-04-06,2007-04,41,48,29,23,15,6,3,1,Sexta-Feira
166,2007-04-13,2007-04,20,41,38,7,25,3,7,1,Sexta-Feira
167,2007-04-20,2007-04,41,26,32,45,23,3,7,0,Sexta-Feira
168,2007-04-27,2007-04,44,18,7,36,27,1,2,0,Sexta-Feira
169,2007-05-04,2007-05,17,41,35,6,45,1,5,0,Sexta-Feira
170,2007-05-11,2007-05,12,26,49,7,29,6,2,3,Sexta-Feira
171,2007-05-18,2007-05,49,37,34,26,39,2,6,1,Sexta-Feira
172,2007-05-25,2007-05,49,26,50,29,25,8,7,1,Sexta-Feira
173,2007-06-01,2007-06,22,41,42,37,6,6,9,1,Sexta-Feira
174,2007-06-08,2007-06,15,17,25,45,1,8,2,0,Sexta-Feira
175,2007-06-15,2007-06,5,14,40,7,21,3,8,1,Sexta-Feira
176,2007-06-22,2007-06,22,17,16,11,34,5,6,0,Sexta-Feira
177,2007-06-29,2007-06,28,8,33,45,12,1,3,0,Sexta-Feira
178,2007-07-06,2007-07,39,41,4,19,5,9,8,0,Sexta-Feira
179,2007-07-13,2007-07,13,9,31,15,48,6,3,1,Sexta-Feira
180,2007-07-20,2007-07,50,26,10,21,25,9,4,0,Sexta-Feira
181,2007-07-27,2007-07,4,29,21,1,41,8,7,0,Sexta-Feira
182,2007-08-03,2007-08,41,33,37,30,10,1,8,0,Sexta-Feira
183,2007-08-10,2007-08,40,43,49,42,23,6,2,1,Sexta-Feira
184,2007-08-17,2007-08,2,13,42,3,38,7,8,0,Sexta-Feira
185,2007-08-24,2007-08,16,3,42,1,48,2,3,0,Sexta-Feira
186,2007-08-31,2007-08,22,37,23,18,6,6,5,1,Sexta-Feira
187,2007-09-07,2007-09,42,3,34,2,33,5,3,1,Sexta-Feira
188,2007-09-14,2007-09,33,29,5,9,11,7,9,0,Sexta-Feira
189,2007-09-21,2007-09,35,37,17,1,32,8,1,1,Sexta-Feira
190,2007-09-28,2007-09,22,34,44,30,35,4,5,0,Sexta-Feira
191,2007-10-05,2007-10,20,27,35,44,11,5,2,5,Sexta-Feira
192,2007-10-12,2007-10,36,47,21,32,46,3,4,2,Sexta-Feira
193,2007-10-19,2007-10,7,18,34,35,40,7,8,0,Sexta-Feira
194,2007-10-26,2007-10,20,7,38,40,43,8,1,0,Sexta-Feira
195,2007-11-02,2007-11,40,16,3,19,18,2,1,1,Sexta-Feira
196,2007-11-09,2007-11,14,25,36,5,22,6,5,2,Sexta-Feira
197,2007-11-16,2007-11,23,18,33,37,9,1,8,0,Sexta-Feira
198,2007-11-23,2007-11,22,2,48,29,10,9,3,1,Sexta-Feira
199,2007-11-30,2007-11,38,20,12,19,30,9,7,0,Sexta-Feira
200,2007-12-07,2007-12,48,43,4,2,32,1,7,1,Sexta-Feira
201,2007-12-14,2007-12,8,30,36,25,44,4,3,0,Sexta-Feira
202,2007-12-21,2007-12,37,7,44,28,9,7,6,1,Sexta-Feira
203,2007-12-28,2007-12,45,31,20,22,21,9,7,0,Sexta-Feira
204,2008-01-04,2008-01,41,24,10,12,25,3,5,0,Sexta-Feira
205,2008-01-11,2008-01,24,36,50,8,49,4,8,0,Sexta-Feira
206,2008-01-18,2008-01,46,40,16,14,23,8,4,0,Sexta-Feira
207,2008-01-25,2008-01,2,19,9,45,6,7,8,1,Sexta-Feira
208,2008-02-01,2008-02,30,49,45,47,22,4,9,0,Sexta-Feira
209,2008-02-08,2008-02,17,38,28,44,30,1,4,0,Sexta-Feira
210,2008-02-15,2008-02,27,45,12,29,46,7,4,0,Sexta-Feira
211,2008-02-22,2008-02,46,50,4,27,32,8,9,1,Sexta-Feira
212,2008-02-29,2008-02,37,47,49,40,12,9,2,1,Sexta-Feira
213,2008-03-07,2008-03,14,17,7,35,2,6,1,0,Sexta-Feira
214,2008-03-14,2008-03,13,48,35,21,25,4,8,1,Sexta-Feira
215,2008-03-21,2008-03,10,2,22,18,36,6,4,1,Sexta-Feira
216,2008-03-28,2008-03,39,9,29,5,17,3,6,0,Sexta-Feira
217,2008-04-04,2008-04,18,37,47,13,11,6,1,0,Sexta-Feira
218,2008-04-11,2008-04,50,30,25,45,6,5,7,0,Sexta-Feira
219,2008-04-18,2008-04,27,6,7,50,3,5,9,1,Sexta-Feira
220,2008-04-25,2008-04,4,30,26,19,27,8,3,0,Sexta-Feira
221,2008-05-02,2008-05,26,48,45,37,2,8,4,0,Sexta-Feira
222,2008-05-09,2008-05,8,9,42,40,45,7,6,0,Sexta-Feira
223,2008-05-16,2008-05,6,38,9,25,15,4,9,1,Sexta-Feira
224,2008-05-23,2008-05,5,38,9,19,21,1,7,4,Sexta-Feira
225,2008-05-30,2008-05,14,20,49,7,5,8,2,1,Sexta-Feira
226,2008-06-06,2008-06,21,40,19,50,7,2,9,0,Sexta-Feira
227,2008-06-13,2008-06,16,37,44,50,13,9,1,0,Sexta-Feira
228,2008-06-20,2008-06,11,8,36,37,45,3,5,0,Sexta-Feira
229,2008-06-27,2008-06,20,44,5,50,26,5,7,1,Sexta-Feira
230,2008-07-04,2008-07,19,22,48,7,27,7,5,1,Sexta-Feira
231,2008-07-11,2008-07,37,19,11,13,9,3,4,1,Sexta-Feira
232,2008-07-18,2008-07,16,14,44,10,29,6,5,1,Sexta-Feira
233,2008-07-25,2008-07,29,7,15,24,11,7,2,0,Sexta-Feira
234,2008-08-01,2008-08,25,40,22,50,1,1,8,0,Sexta-Feira
235,2008-08-08,2008-08,15,5,16,45,4,7,4,0,Sexta-Feira
236,2008-08-15,2008-08,18,11,17,26,31,6,5,0,Sexta-Feira
237,2008-08-22,2008-08,50,27,29,39,7,7,5,0,Sexta-Feira
238,2008-08-29,2008-08,2,20,37,25,39,8,5,0,Sexta-Feira
239,2008-09-05,2008-09,17,12,39,16,7,3,8,2,Sexta-Feira
240,2008-09-12,2008-09,23,33,37,19,50,7,3,1,Sexta-Feira
241,2008-09-19,2008-09,14,16,19,31,20,9,6,0,Sexta-Feira
242,2008-09-26,2008-09,31,29,33,14,37,2,1,0,Sexta-Feira
243,2008-10-03,2008-10,4,38,13,19,23,2,3,0,Sexta-Feira
244,2008-10-10,2008-10,15,31,22,4,41,6,1,1,Sexta-Feira
245,2008-10-17,2008-10,50,12,10,3,42,1,5,0,Sexta-Feira
246,2008-10-24,2008-10,45,7,15,16,17,6,9,0,Sexta-Feira
247,2008-10-31,2008-10,34,25,3,41,18,5,2,2,Sexta-Feira
248,2008-11-07,2008-11,9,1,17,12,18,3,4,1,Sexta-Feira
249,2008-11-14,2008-11,14,26,10,8,21,4,3,1,Sexta-Feira
250,2008-11-21,2008-11,50,49,21,9,14,8,3,0,Sexta-Feira
251,2008-11-28,2008-11,8,25,11,41,16,4,2,1,Sexta-Feira
252,2008-12-05,2008-12,35,8,21,45,4,5,8,1,Sexta-Feira
253,2008-12-12,2008-12,2,19,42,28,49,7,2,2,Sexta-Feira
254,2008-12-19,2008-12,29,50,46,28,40,5,7,0,Sexta-Feira
255,2008-12-26,2008-12,44,26,2,1,50,1,7,0,Sexta-Feira
256,2009-01-02,2009-01,48,30,29,37,36,1,6,0,Sexta-Feira
257,2009-01-09,2009-01,22,7,15,28,48,4,1,1,Sexta-Feira
258,2009-01-16,2009-01,50,22,17,3,49,3,6,1,Sexta-Feira
259,2009-01-23,2009-01,36,49,33,40,32,2,8,0,Sexta-Feira
260,2009-01-30,2009-01,4,34,35,46,29,5,8,1,Sexta-Feira
261,2009-02-06,2009-02,36,30,20,40,10,3,5,2,Sexta-Feira
262,2009-02-13,2009-02,33,36,40,22,42,1,2,0,Sexta-Feira
263,2009-02-20,2009-02,13,48,9,12,14,1,2,0,Sexta-Feira
264,2009-02-27,2009-02,9,44,5,37,45,9,6,0,Sexta-Feira
265,2009-03-06,2009-03,13,35,25,17,19,5,6,2,Sexta-Feira
266,2009-03-13,2009-03,36,42,26,12,24,1,4,0,Sexta-Feira
267,2009-03-20,2009-03,31,12,35,23,16,4,6,2,Sexta-Feira
268,2009-03-27,2009-03,25,42,36,33,38,6,7,0,Sexta-Feira
269,2009-04-03,2009-04,46,24,32,20,2,1,9,0,Sexta-Feira
270,2009-04-10,2009-04,37,14,9,46,16,2,4,0,Sexta-Feira
271,2009-04-17,2009-04,7,4,21,44,47,1,5,0,Sexta-Feira
272,2009-04-24,2009-04,21,4,24,14,41,5,8,0,Sexta-Feira
273,2009-05-01,2009-05,38,47,31,19,5,3,5,0,Sexta-Feira
274,2009-05-08,2009-05,4,29,23,31,24,9,8,1,Sexta-Feira
275,2009-05-15,2009-05,19,8,42,18,20,5,9,1,Sexta-Feira
276,2009-05-22,2009-05,43,4,14,33,13,6,1,0,Sexta-Feira
277,2009-05-29,2009-05,30,47,2,37,5,6,3,0,Sexta-Feira
278,2009-06-05,2009-06,35,19,40,26,11,2,5,0,Sexta-Feira
279,2009-06-12,2009-06,50,14,6,16,34,6,4,2,Sexta-Feira
280,2009-06-19,2009-06,20,17,16,4,29,7,5,1,Sexta-Feira
281,2009-06-26,2009-06,21,6,11,39,30,8,2,0,Sexta-Feira
282,2009-07-03,2009-07,29,47,46,34,21,6,8,0,Sexta-Feira
283,2009-07-10,2009-07,42,20,6,16,46,1,6,0,Sexta-Feira
284,2009-07-17,2009-07,17,50,8,2,32,3,7,1,Sexta-Feira
285,2009-07-24,2009-07,15,47,35,25,14,9,5,0,Sexta-Feira
286,2009-07-31,2009-07,26,9,20,21,5,6,3,0,Sexta-Feira
287,2009-08-07,2009-08,22,10,31,24,20,7,2,0,Sexta-Feira
288,2009-08-14,2009-08,30,5,8,49,24,9,3,0,Sexta-Feira
289,2009-08-21,2009-08,16,42,31,7,4,5,3,2,Sexta-Feira
290,2009-08-28,2009-08,37,41,49,36,8,7,5,0,Sexta-Feira
291,2009-09-04,2009-09,20,39,6,9,38,9,3,0,Sexta-Feira
292,2009-09-11,2009-09,42,15,12,35,43,6,4,0,Sexta-Feira
293,2009-09-18,2009-09,30,16,41,38,6,2,4,1,Sexta-Feira
294,2009-09-25,2009-09,6,21,18,17,34,9,3,1,Sexta-Feira
295,2009-10-02,2009-10,44,29,24,23,22,5,1,0,Sexta-Feira
296,2009-10-09,2009-10,29,11,46,7,50,4,7,0,Sexta-Feira
297,2009-10-16,2009-10,23,30,31,47,12,3,4,0,Sexta-Feira
298,2009-10-23,2009-10,20,6,18,29,31,8,2,0,Sexta-Feira
299,2009-10-30,2009-10,35,9,33,38,40,6,2,0,Sexta-Feira
300,2009-11-06,2009-11,19,43,45,34,11,5,9,2,Sexta-Feira
301,2009-11-13,2009-11,15,25,32,26,13,4,3,1,Sexta-Feira
302,2009-11-20,2009-11,47,9,28,5,43,2,9,1,Sexta-Feira
303,2009-11-27,2009-11,33,15,13,5,8,8,9,0,Sexta-Feira
304,2009-12-04,2009-12,25,30,19,18,44,3,1,0,Sexta-Feira
305,2009-12-11,2009-12,41,43,44,46,20,2,9,0,Sexta-Feira
306,2009-12-18,2009-12,49,30,35,32,14,8,3,1,Sexta-Feira
307,2009-12-25,2009-12,4,17,5,34,14,5,3,0,Sexta-Feira
308,2010-01-01,2010-01,22,24,27,36,9,7,5,0,Sexta-Feira
309,2010-01-08,2010-01,44,5,14,4,46,9,8,0,Sexta-Feira
310,2010-01-15,2010-01,49,50,26,29,11,4,7,2,Sexta-Feira
311,2010-01-22,2010-01,4,44,27,22,36,9,7,0,Sexta-Feira
312,2010-01-29,2010-01,39,43,30,17,9,7,5,1,Sexta-Feira
313,2010-02-05,2010-02,46,38,34,35,39,3,4,0,Sexta-Feira
314,2010-02-12,2010-02,5,45,1,38,18,6,4,2,Sexta-Feira
315,2010-02-19,2010-02,37,12,38,31,43,3,2,0,Sexta-Feira
316,2010-02-26,2010-02,42,11,29,7,18,7,6,0,Sexta-Feira
317,2010-03-05,2010-03,19,18,49,12,43,9,3,1,Sexta-Feira
318,2010-03-12,2010-03,46,1,26,36,33,7,6,0,Sexta-Feira
319,2010-03-19,2010-03,38,28,30,39,10,7,2,0,Sexta-Feira
320,2010-03-26,2010-03,18,37,8,16,43,2,6,1,Sexta-Feira
321,2010-04-02,2010-04,26,18,12,24,45,5,4,1,Sexta-Feira
322,2010-04-09,2010-04,44,23,24,21,7,3,4,0,Sexta-Feira
323,2010-04-16,2010-04,17,11,26,40,9,9,3,0,Sexta-Feira
324,2010-04-23,2010-04,46,3,7,8,43,6,8,0,Sexta-Feira
325,2010-04-30,2010-04,6,36,22,25,24,3,8,0,Sexta-Feira
326,2010-05-07,2010-05,15,21,6,3,32,7,9,0,Sexta-Feira
327,2010-05-14,2010-05,17,31,43,47,1,3,2,1,Sexta-Feira
328,2010-05-21,2010-05,38,19,50,7,30,4,7,1,Sexta-Feira
329,2010-05-28,2010-05,9,31,32,33,4,3,7,1,Sexta-Feira
330,2010-06-04,2010-06,34,42,17,40,4,9,4,1,Sexta-Feira
331,2010-06-11,2010-06,44,2,36,22,24,2,1,1,Sexta-Feira
332,2010-06-18,2010-06,2,29,31,38,32,4,1,0,Sexta-Feira
333,2010-06-25,2010-06,18,1,8,28,31,9,8,1,Sexta-Feira
334,2010-07-02,2010-07,46,41,36,13,12,8,1,0,Sexta-Feira
335,2010-07-09,2010-07,37,9,49,24,39,3,9,0,Sexta-Feira
336,2010-07-16,2010-07,49,46,45,39,38,7,8,1,Sexta-Feira
337,2010-07-23,2010-07,4,13,37,35,46,9,3,0,Sexta-Feira
338,2010-07-30,2010-07,39,11,3,4,28,8,2,1,Sexta-Feira
339,2010-08-06,2010-08,42,28,13,29,25,4,5,1,Sexta-Feira
340,2010-08-13,2010-08,15,9,47,21,4,7,2,3,Sexta-Feira
341,2010-08-20,2010-08,27,31,5,42,40,6,1,1,Sexta-Feira
342,2010-08-27,2010-08,13,6,30,1,49,1,9,2,Sexta-Feira
343,2010-09-03,2010-09,24,49,47,26,13,4,8,1,Sexta-Feira
344,2010-09-10,2010-09,35,41,21,45,17,5,1,1,Sexta-Feira
345,2010-09-17,2010-09,50,27,38,17,29,3,1,0,Sexta-Feira
346,2010-09-24,2010-09,1,16,48,4,40,1,9,2,Sexta-Feira
347,2010-10-01,2010-10,4,27,6,48,1,1,6,0,Sexta-Feira
348,2010-10-08,2010-10,46,35,39,30,9,6,8,1,Sexta-Feira
349,2010-10-15,2010-10,38,31,2,36,43,7,3,0,Sexta-Feira
350,2010-10-22,2010-10,39,5,11,9,4,3,5,2,Sexta-Feira
351,2010-10-29,2010-10,32,22,16,42,20,8,9,0,Sexta-Feira
352,2010-11-05,2010-11,21,23,33,50,40,5,4,1,Sexta-Feira
353,2010-11-12,2010-11,23,47,7,19,29,6,1,0,Sexta-Feira
354,2010-11-19,2010-11,36,12,15,45,32,9,7,0,Sexta-Feira
355,2010-11-26,2010-11,9,41,36,49,28,7,5,1,Sexta-Feira
356,2010-12-03,2010-12,28,32,46,8,19,4,7,0,Sexta-Feira
